key,url
bagging_trees,https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book1/18/bagging_trees.ipynb
regtreeSurfaceDemo,https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book1/18/regtreeSurfaceDemo.ipynb
spam_tree_ensemble_interpret,https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book1/18/spam_tree_ensemble_interpret.ipynb
hinge_loss_plot,https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book1/04/hinge_loss_plot.ipynb
boosted_regr_trees,https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book1/18/boosted_regr_trees.ipynb
rf_demo_2d,https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book1/18/rf_demo_2d.ipynb
dtree_sensitivity,https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book1/18/dtree_sensitivity.ipynb
spam_tree_ensemble_compare,https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book1/18/spam_tree_ensemble_compare.ipynb
rf_feature_importance_mnist,https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book1/18/rf_feature_importance_mnist.ipynb
fig_18_4,https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book1/18/fig_18_4.ipynb
naive_bayes_mnist_torch,https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book1/09/naive_bayes_mnist_torch.ipynb
discrim_analysis_dboundaries_plot2,https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book1/09/discrim_analysis_dboundaries_plot2.ipynb
fisher_lda_demo,https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book1/09/fisher_lda_demo.ipynb
fisher_discrim_vowel,https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book1/09/fisher_discrim_vowel.ipynb
generativeVsDiscrim,https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book1/09/generativeVsDiscrim.ipynb
naive_bayes_mnist_jax,https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book1/09/naive_bayes_mnist_jax.ipynb
simpsons_paradox,https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book1/03/simpsons_paradox.ipynb
sprinkler_pgm,https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book1/03/sprinkler_pgm.ipynb
gauss_infer_2d,https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book1/04/gauss_infer_2d.ipynb
mix_bernoulli_em_mnist,https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book1/03/mix_bernoulli_em_mnist.ipynb
mix_bernoulli_sgd_mnist,https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book1/03/mix_bernoulli_sgd_mnist.ipynb
sensor_fusion_2d,https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book1/03/sensor_fusion_2d.ipynb
gauss_plot_2d,https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book1/03/gauss_plot_2d.ipynb
gauss_imputation_known_params_demo,https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book1/03/gauss_imputation_known_params_demo.ipynb
gmm_2d,https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book1/21/gmm_2d.ipynb
correlation2d,https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book1/03/correlation2d.ipynb
gauss_infer_1d,https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book1/04/gauss_infer_1d.ipynb
gmm_plot_demo,https://colab.research.google.com/github/probml/pyprobml/blob/master/notebooks/book1/03/gmm_plot_demo.ipynb
