key,url
1.3,https://probml.github.io/notebooks#iris_plot.ipynb
1.4,https://probml.github.io/notebooks#iris_dtree.ipynb
1.5,https://probml.github.io/notebooks#linreg_residuals_plot.ipynb
1.6,https://probml.github.io/notebooks#linreg_2d_surface_demo.ipynb
1.7,https://probml.github.io/notebooks#linreg_poly_vs_degree.ipynb
1.8,https://probml.github.io/notebooks#iris_kmeans.ipynb
1.9,https://probml.github.io/notebooks#iris_pca.ipynb
1.12,https://probml.github.io/notebooks#fig_1_12.ipynb
1.13,https://probml.github.io/notebooks#fig_1_13.ipynb
2.1,https://probml.github.io/notebooks#discrete_prob_dist_plot.ipynb
2.2,https://probml.github.io/notebooks#fig_2_2.ipynb
2.4,https://probml.github.io/notebooks#bimodal_dist_plot.ipynb
2.5,https://probml.github.io/notebooks#anscombes_quartet.ipynb
2.6,https://probml.github.io/notebooks#datasaurus_dozen.ipynb
2.9,https://probml.github.io/notebooks#binom_dist_plot.ipynb
2.10,https://probml.github.io/notebooks#activation_fun_plot.ipynb
2.11,https://probml.github.io/notebooks#iris_logreg.ipynb
2.12,https://probml.github.io/notebooks#softmax_plot.ipynb
2.13,https://probml.github.io/notebooks#iris_logreg.ipynb
2.14,https://probml.github.io/notebooks#linreg_1d_hetero_tfp.ipynb
2.15,https://probml.github.io/notebooks#student_laplace_pdf_plot.ipynb
2.16,https://probml.github.io/notebooks#robust_pdf_plot.ipynb
2.17,https://probml.github.io/notebooks#fig_2_17.ipynb
2.23,https://probml.github.io/notebooks#centralLimitDemo.ipynb
2.24,https://probml.github.io/notebooks#change_of_vars_demo1d.ipynb
3.3,https://probml.github.io/notebooks#simpsons_paradox.ipynb
3.5,https://probml.github.io/notebooks#gauss_plot_2d.ipynb
3.6,https://probml.github.io/notebooks#gauss_plot_2d.ipynb
3.7,https://probml.github.io/notebooks#gauss_imputation_known_params_demo.ipynb
3.8,https://probml.github.io/notebooks#gauss_infer_1d.ipynb
3.9,https://probml.github.io/notebooks#gauss_infer_2d.ipynb
3.10,https://probml.github.io/notebooks#sensor_fusion_2d.ipynb
3.11,https://probml.github.io/notebooks#gmm_plot_demo.ipynb
3.12,https://probml.github.io/notebooks#gmm_2d.ipynb
3.13,https://probml.github.io/notebooks#mix_bernoulli_em_mnist.ipynb
4.1,https://probml.github.io/notebooks#iris_cov_mat.ipynb
4.2,https://probml.github.io/notebooks#hinge_loss_plot.ipynb
4.3,https://probml.github.io/notebooks#ema_demo.ipynb
4.4,https://probml.github.io/notebooks#shrinkcov_plots.ipynb
4.5,https://probml.github.io/notebooks#linreg_poly_ridge.ipynb
4.7,https://probml.github.io/notebooks#polyfitRidgeCV.ipynb
4.8,https://probml.github.io/notebooks#imdb_mlp_bow_tf.ipynb
4.9,https://probml.github.io/notebooks#linreg_poly_vs_n.ipynb
